htrc-id,pubcity,pubyear,title,oclc,language
None,Dublin ,1802,"The life and most surprising adventures of Robinson Crusoe, of York, mariner : who lived twenty-eight years on an uninhabited island on the coast of America, near the mouth of the great river Oroonoque, with an account of his deliverance thence, and his after surprising adventures.",54157743,None
None,Dublin ,1774,"The life and most surprizing adventures of Robinson Crusoe : of York, mariner. Containing a full and particular account how he lived eight and twenty years in an uninhabited island on the coast of America: ... Faithfully epitomized from the three volumes and adorned with cuts ...",228761249,None
None,Dublin ,1739,"The Life and Surprizing Adventures of Robinson Crusoe, etc. [With plates.].",752551448,None
None,Dublin ,1814,"The Life and most Surprising Adventures of Robinson Crusoe ... Faithfully epitomized from the three volumes [or rather, from the first two volumes].",771115147,None
None,Dublin ,1826,"The Life and most Surprising Adventures of Robinson Crusoe ... Fourth edition. [With ""Verses supposed to be written by Alex. Selkirk,"" by William Cowper.].",752552343,None
None,Duisburg ,1948,Robinson Crusoe,73312382,None
None,Duisburg ,1949,Robinson Crusoe.,80786354,None
None,Duisburg ,1948,Robinson Crusoe Leben u. seltsame Abenteuer eines Seemannes aus York,73312394,None
None,Duisburg ,1948,Robinson Crusoe Leben u. seltsame Abenteuer eines Seemannes aus York,73312394,None
None,Dunbar ,1801,"The life and adventures of Robinson Crusoe, with his vision of the angelic world.",614330005,None
None,Dundalk ,1800,"The Adventures of Robinson Crusoe. With a fragment, called Begging Sailors. Embellished with engravings. (A new edition.) [A chapbook.].",859165956,None
None,Dundalk. ,1800,"The Adventures of Robinson Crusoe. : With a fragment, called Begging sailors.",863267125,None
None,Dundee ,1899,Robinson Crusoe.,828804774,None
None,Dundee ,19--,Robinson Crusoe.,586183881,None
None,East Olympia ,2010,Robinson Crusoe.,1011215118,None
None,Edewecht ,2017,Robinson Crusoe,992533815,None
None,Edewecht ,2017,Robinson Crusoe,968225300,None
None,Edinburg ,1784,"The life and most surprising adventures of Robinson Crusoe, of York, martiner, who lived twenty-eight years in an uninhabited island on the coast of America, near the mouth of the great river",902137789,None
mdp.39015078549584,Edinburgh,1773,"The life and most surprising adventures of Robinson Crusoe, of York, mariner; who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.",23640194,eng
mdp.39015078549576,Edinburgh,1775,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.",23640255,eng
mdp.39015078549550,Edinburgh,1777,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight-and-twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.",23640349,eng
mdp.39015078549568,Edinburgh,1777,"The life and most surprising adventures of Robinson Crusoe, of York, mariner; who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.",23640301,eng
mdp.39015078549535,Edinburgh,1778,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque, with an account of his deliverance thence, and his after surprising adventures.",23640501,eng
mdp.39015078549279,Edinburgh,1792,"The life and most surprising adventures [of] Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island on the coast of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.",67409596,eng
mdp.39015078549089,Edinburgh,1803,"The life and most surprising adventures of Robinson Crusoe of York, mariner : who lived twenty-eight years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque, with an account of his deliverance thence, and his after surprising adventures / by Daniel De Foe [sic] ...",27691507,eng
mdp.39015078548925,Edinburgh,1809,The life and adventures of Robinson Crusoe. To which is prefixed a biographical memoir of Daniel De Foe ... Embellished with wooden cuts.,54289489,eng
mdp.39015078548917,Edinburgh,1809,The life and adventures of Robinson Crusoe. To which is prefixed a biographical memoir of Daniel De Foe ... Embellished with wooden cuts.,54289489,eng
mdp.39015078548909,Edinburgh,1809,The life and adventures of Robinson Crusoe. To which is prefixed a biographical memoir of Daniel De Foe ... Embellished with wooden cuts.,54289489,eng
mdp.39015078549931,Edinburgh,1810,The life and adventures of Robinson Crusoe. To which is prefixed a biographical memoir of Daniel De Foe ... Embellished with wooden cuts.,54289543,eng
mdp.39015078549915,Edinburgh,1810,The life and adventures of Robinson Crusoe. To which is prefixed a biographical memoir of Daniel De Foe ... Embellished with wooden cuts.,54289543,eng
mdp.39015078549923,Edinburgh,1810,The life and adventures of Robinson Crusoe. To which is prefixed a biographical memoir of Daniel De Foe ... Embellished with wooden cuts.,54289543,eng
nyp.33433074911953,Edinburgh,1810,The life and aventures of Robinson Crusoe : to which is prefixed a biographical memoir of Daniel De Foe.,11172262,eng
nyp.33433074911938,Edinburgh,1810,The life and aventures of Robinson Crusoe : to which is prefixed a biographical memoir of Daniel De Foe.,11172262,eng
nyp.33433074911946,Edinburgh,1810,The life and aventures of Robinson Crusoe : to which is prefixed a biographical memoir of Daniel De Foe.,11172262,eng
mdp.39015078555318,Edinburgh,1835,The adventures of Robinson Crusoe : the York mariner. Embellished with ... engravings.,67409787,eng
mdp.39015078550954,Edinburgh,1844,"The life and adventures of Robinson Crusoe. By Daniel De Foe. To which is appended, Howell's Life of Alexander Selkirk.",40044891,eng
mdp.39015078550939,Edinburgh,1847,"The life and adventures of Robinson Crusoe. By Daniel De Foe. To which is appended, Howell's Life of Alexander Selkirk.",67409708,eng
mdp.39015078555342,Edinburgh,1855,The life and wonderful adventures of Robinson Crusoe. Embellished with beautiful engravings.,67409789,eng
mdp.39015078551200,Edinburgh,1861,"The life and surprising adventures of Robinson Crusoe, by Daniel Defoe. Illustrated by C.A. Doyle.",27943277,eng
mdp.39015078551333,Edinburgh,1864,"The life and surprising adventures of Robinson Crusoe, by Daniel Defoe. Illustrated by C.A. Doyle.",27943277,eng
mdp.39015078552307,Edinburgh,1868,The life and adventures of Robinson Crusoe. By Daniel De Foe. With a life of the author.,37267854,eng
mdp.39015078552091,Edinburgh,1875,"The life and adventures of Robinson Crusoe, of York, mariner. Six coloured engravings on steel.",37264357,eng
None,Edinburgh ,1782,"The life and most surprising adventures of Robinson Crusoe : Of York, Mariner ; Who lived eight and twenty years in an uninhabited Island on the coast of America, near the mouth of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures. Adorned with Copper-Plates.",642482604,None
None,Edinburgh ,182-,"The adventures of Robinson Crusoe, the York mariner : embellished with neat engravings.",166327919,None
None,Edinburgh ,185-,The life and wonderful adventures of Robinson Crusoe Embellished with beautiful engravings.,587398719,None
None,Edinburgh ,1838,"The life and adventures of Robinson Crusoe, a York mariner. With a prefatory memoir of the author and his writings.",32337867,None
None,Edinburgh ,1773,"The Life and most Surprising Adventures of Robinson Crusoe ... The nineteenth edition. [Parts 1-3, abridged by Thomas Gent? [With plates.].",559894600,None
None,Edinburgh ,1773,"The Life and most Surprising Adventures of Robinson Crusoe ... The nineteenth edition. [Parts 1-3, abridged by Thomas Gent? [With plates.].",559894600,None
None,Edinburgh ,1791,"The life and most surprising adventures of Robinson Crusoe, of York, mariner : who lived twenty-eight years in an uninhabited island on the coast of America, near the mouth of the great river Oronoque. With an account of his deliverance thence, and his after surprising adventures.",1008405884,None
None,Edinburgh ,1810,The novels of Daniel De Foe.,830942251,None
None,Edinburgh ,187-,The life of Robinson Crusoe.,702359979,None
None,Edinburgh ,187-,The life of Robinson Crusoe.,702359979,None
None,Edinburgh ,1816,The adventures of Robinson Crusoe. : Embellished with three elegant copperplates.,882169573,None
None,Edinburgh ,183-,"The adventures of Robinson Crusoe, the York mariner. Embellished with ... engravings.",67409787,None
None,Edinburgh ,1820,"The life and adventures of Robinson Crusoe, the York mariner : embellished with neat engravings.",270108911,None
None,Edinburgh ,1853,The life and adventures of Robinson Crusoe,928270048,None
None,Edinburgh ,1792,"The life and most surprising adventures [of] Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island on the coast of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.",67409596,None
None,Edinburgh ,1792,"The life and most surprising adventures [of] Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island on the coast of the great river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.",67409596,None
None,Edinburgh ,1813,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight-and-twenty years in an uninhabited island on the coast of America, near the mouth of the river Oroonoque. With an account of his deliverance thence, and his after surprising adventures.",67409616,None
None,Edinburgh ,1819,"The Wonderful life and surprising adventures of that renowned hero, Robinson Crusoe, who lived twenty-eight years on an uninhabited island.",315959113,None
None,Edinburgh ,19--,The life and adventures of Robinson Crusoe to which is prefixed a biograph. memoir of Daniel de Foe. 2,875289184,None
None,Edinburgh ,19--,The life and adventures of Robinson Crusoe to which is prefixed a biograph. memoir of Daniel de Foe. 1,875289183,None
None,Edinburgh ,1882,"The ""Royal"" grand annual pantomime for 1882-1883, entitled Robinson Crusoe",55169868,None
None,Edinburgh ,1765,"The Life and most surprising adventures of Robinson Crusoe, of York, mariner ... : (by Daniel de Foe) the eighth edition.",461322609,None
None,Edinburgh ,1758,"The life and most surprising adventures of Robinson Crusoe, of York, mariner ... the whole three volumes faithfully abridged.",314881915,None
None,Edinburgh ,1803,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived twenty-eight years in an uninhabeted island on the cost of America ...",258218614,None
None,Edinburgh ,1777,"The life and surprising adventures of Robinson Crusoe, of York, mariner; who lived eight and twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque.",614718707,None
None,Edinburgh ,19XX,The life and adventures of Robinson Crusoe : to which is prefixed a biograph. memoir of Daniel de Foe 2 (1810),843994378,None
None,Edinburgh ,19XX,The life and adventures of Robinson Crusoe : to which is prefixed a biograph. memoir of Daniel de Foe 1 (1810),843994377,None
None,Edinburgh ,19XX,The life and adventures of Robinson Crusoe : to which is prefixed a biograph. memoir of Daniel de Foe 1 (1810),843994377,None
None,Edinburgh ,1809,The novels of Daniel De Foe.,858566852,None
None,Edinburgh printed for ,1768,"The life and most surprising adventures of Robinson Crusoe : of York, mariner. Containing a full and particular account ... Faithfully epitomized from the three volumes",833715531,None
None,Editorial Mateu ,1964,Robinson Crusoe.,22335470,None
None,Editorial Mateu ,1964,Robinson Crusoe,878426661,None
None,Einbeck ,5 F.,Robinson plattdeutsch,76369280,None
None,Einbeck ,2001,Robinson plattdeutsch,248168723,None
None,Einsiedeln & Köln ,1946,Robinson : Sein Leben und seine Abenteuer,254549953,None
None,Einsiedeln & Köln ,1946,Robinson : Sein Leben und seine Abenteuer,254549953,None
None,Eksjö ,1887,Robinson Crusoe : sammandragen berättelse,924341054,None
None,e-Libro ,2003,"Aventuras de robinson crusoe: colección de clásicos de la literatura europea ""carrascalejo de la jara.""",671805579,None
None,e-Libro ,2003,"Aventuras de robinson crusoe: colecciã³n de clã¡sicos de la literatura europea ""carrascalejo de la jara.""",671756705,None
None,Eltwille am Rhein ,1977,Robinson Crusoe,441279402,None
None,Encyclopaedia Britannica Educational Corp. ,1973,Highlights from Robinson Crusoe.,5010527,None
None,England ,1987,Robinson Crusoe.,807991799,None
None,England ,1988,Robinson Crusoe,861477629,None
None,England ,1925,Robinson crusoe.,692258451,None
None,England] ,1795,"The Exploits of Robinson Crusoe, mariner, of York. : Exhibiting a concise and clear narrative of his living twenty-eight years in an uninhabited island ... the loss of his ship ... and his miraculous preservation at last by means of pirates.",863431983,None
None,England]. ,1900,[Robinson Crusoe Series 1 -- Lantern slides.,179289612,None
None,epubBooks ,2013,Robinson Crusoe,940767060,None
None,Epworth Press ,1935,The Life and Adventures of Robinson Crusoe ... Illustrated by Ambrose Dudley.,559892902,None
None,Erftstadt ,2004,Robinson Crusoe,76529675,None
None,Erfurt ,1839,Robinson auf seiner Insel Ein Büchlein für die Jugend und ihre Freunde,254172447,None
None,Erlangen ,1971,Robinson Crusoe,258130319,None
None,Ernest Nister ,1894,Robinson Crusoe. [A picture book.].,559898772,None
None,Ernest Nister ,1910,"Robinson Crusoe ... Edited, with an introduction, by Walter Jerrold. Illustrated by Archibald Webb.",559887551,None
None,Espana ,1976,Robinson Crusoe.,906779250,None
None,España ,1994,Robinson Crusoe,893582106,None
None,España ,2001,Robinson Crusoe,893590003,None
None,España ,1962,Robinson Crusoe,893520738,None
None,España ,2005,Robinson Crusoe.,777604384,None
None,España ,2005,Robinson Crusoe.,777604384,None
None,Esplugas de Llobregat [Barcelona] ,1979,Robinson Crusoe,433854604,None
None,Essen ,1981,Robinson Crusoe,720868417,None
None,Essex ,1995,Robinson Crusoe,816729137,None
None,Euba ,1997,Robinson Crusoe,863160224,None
mdp.39015078550343,Exeter,1823,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived twenty-eight years in an uninhabited island, on the coast of America, near the mouth of the great river Oroonoko. With an account of his deliverance, and his after surprising adventures.",25635616,eng
mdp.39015078550293,Exeter,1828,"The life and adventures of Robinson Crusoe, of York, mariner. With an account of his travels round three parts of the globe. Written by himself ...",7122880,eng
mdp.39015078550301,Exeter,1828,"The life and adventures of Robinson Crusoe, of York, mariner. With an account of his travels round three parts of the globe. Written by himself ...",7122880,eng
None,Exeter ,1842,Life and adventures of Robinson Crusoe.,57262820,None
None,Exeter [England] ,1823,"The life and most surprising adventures of Robinson Crusoe, of York, mariner : who lived twenty-eight years in an uninhabited island, on the coast of America, near the mouth of the great River Oroonoko, with an account of his deliverance, and his after surprising adventures.",29632416,None
None,Exeter [England] ,1823,"The life and most surprising adventures of Robinson Crusoe, of York, mariner : who lived twenty-eight years in an uninhabited island, on the coast of America, near the mouth of the great River Oroonoko, with an account of his deliverance, and his after surprising adventures.",29632416,None
None,Exeter [N.H.] ,1828,"The life and adventures of Robinson Crusoe, of York, mariner. : With an account of his travels round three parts of the globe.",702179755,None
None,F.C. & J. Rivington ,1810,"The Life and Surprising Adventures of Robinson Crusoe, etc.",559889956,None
None,F.E. Longley ,1883,"Longley's Complete and Unabridged Penny Edition of Robinson Crusoe, etc.",559886448,None
None,F.E. Longley ,1883,"Longley's Complete and Unabridged Penny Edition of Robinson Crusoe, etc.",559886448,None
None,Fagerstrand ,1887,Robinson Crusoe,906329766,None
None,Fagerstrand pr. Høvik ,1887,Robinson Crusoe's liv og hændelser,770679027,None
None,Fairfield ,1st ,obinson Crusoe,70067783,None
None,Fairfield ,1st ,obinson Crusoe,59112849,None
None,Fairford ,2011,Robinson Crusoe,821067429,None
None,Fairhaven ,1796,"The Wonderful life, and most surprizing adventures of that renowned seaman, Robinson Crusoe who lived twenty-eight years on an uninhabited island, and was afterwards relieved by pirates.",838148767,None
None,Fairhaven [Vt.] ,1796,"The Wonderful life, and most surprizing adventures of that renowned seaman, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, and was afterwards relieved by pirates. : Together with some account of his man Friday.",977682879,None
None,Fairhaven [Vt.] ,1796,"The Wonderful life, and most surprizing adventures of that renowned seaman, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, and was afterwards relieved by pirates. : Together with some account of his man Friday.",977682879,None
None,Fairhaven [Vt.] ,1796,"The Wonderful life, and most surprizing adventures of that renowned seaman, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, and was afterwards relieved by pirates. : Together with some account of his man Friday : Together with some account of his man Friday.",874718381,None
mdp.39015078555144,Falkirk,1816,"The surprising adventures of Robinson Crusoe, who lived twenty-eight years on an uninhabited island, which he afterwards colonized.",67409782,eng
None,Falkirk ,1823,"The Wonderful Life, and Suffering Adventures of ... Robinson Crusoe, etc. [A chapbook.].",559897119,None
None,Falkirk ,1823,"The Wonderful Life, and Suffering Adventures of ... Robinson Crusoe, etc. [A chapbook.].",559897119,None
None,Falkirk ,1823,"The Wonderful life, and suffering adventures, of that renowned hero, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, which he afterwards colonized.",863257381,None
None,Falkirk ,1823,"The wonderful life and suffering adventures, of that renowned hero, Robinson Crusoe ...",181669024,None
mdp.39015078555680,Farmington,1905,The story of Robinson Crusoe.,49288362,eng
None,Farmington ,190-,The story of Robinson Crusoe.,49288362,None
None,Feedbooks ,1719,Robinson Crusoe.,968985775,None
None,Feltham ,1970,Robinson Crusoe,16217526,None
None,Fernandez Editores ,1989,Robinson Crusoe.,539228761,None
None,Ff. ,7. D,an & Son 7. D The Scenic Effect Robinson Crusoe.,559898568,None
None,Finsbury ,188-,The life and adventures of Robinson Crusoe on the Island of Juan Fernandez. With six full page illus.,67409754,None
None,Finsbury ,188-,The life and adventures of Robinson Crusoe on the Island of Juan Fernandez. With six full page illus.,67409754,None
None,First ,1719,Robinson Crusoe,769002295,None
None,Francfort ,1769,"Les Avantures, Ou, La Vie Et Les Voyages De Robinson Crusoë : Avec Figures Tome Premier",834768183,None
None,Francfort ,1769,"Les Avantures, Ou, La Vie Et Les Voyages De Robinson Crusoë : Avec Figures Tome Second",834768410,None
None,Franckfurt ,1754,"Des Welt-berühmten Engelländers Robinson Crusoe Leben und gantz ungemeine Begebenheiten : insonderheit Da er acht und zwanzig Jahre lang auf einer unbewohnten Insul bey dem Einfluß des grossen Strohms Oroonoko, auf der Americanischen Küste, gelebet hat Theil 1",832320559,None
None,Franckfurth ,1720,"Das Leben und die gantz ungemeine Begebenheiten des Robinson Crusoe, ... Von ihm selbst beschrieben und ... aus d. Engl. ins Teutsche übersetzt Th. 1",832438228,None
None,Franckfurth und Leipzig ,1720,Das Leben und die gantz ungemeine Begebenheiten des Robinson Crusoe : welcher unter andern auf der americanischen Küste ...,54271756,None
njp.32101067567873,Frankfurt,1754,"Des Welt-berühmten Engelländers Robinson Crusoe Leben und gantz ungemeine Begebenheiten, insonderheit Da er acht und zwanzig Jahre lang auf einer unbewohnten Insul bey dem Einfluss des grossen Strohms Oroonoko, auf der Americanischen Küste, gelebet hat. Von ihm selbst in Englischer Sprache beschrieben. Numehro aber um seiner Fürtrefflichkeit willen ins Teutsche übersetzt und mit artigen Kupffern gezieret. Erster Theil.",34020165,ger
mdp.39015078557074,Frankfurt,1769,"Les avantures, ou, La vie et les voyages de Robinson Crusoë, traduction libre de cet ouvrage anglois attribué au célébre Richard Steele ...",67412145,fre
mdp.39015078559872,Frankfurt,1914,"Aus dem tagebuch des Robinson Crusoe; verse und bilder, von Fried Stern.",67412312,ger
None,Frankfurt ,1981,Robinson Crusoe,256166382,None
None,Frankfurt ,2008,"Das Leben und die seltsamen Abenteuer des Robinson Crusoe : einem Seeman aus York, der achtundzwanzig Jahre allein auf einer unbewohnten Insel vor der Küste Amerikas, nahe der Küste des Orinoko-Stromes, verbrachte, wohin er als Überlebender eines Schiffbruchs verschlagen worden war ; mit einem Bericht, wie er schliesslich auf ebenso aussergewöhnliche Weise durch Piraten befreit wurde ; geschrieben von ihm selbst ; Roman",227007338,None
None,Frankfurt ,1930,The life and strange surprising adventures of Robinson Crusoe Wörterb.,721362014,None
None,Frankfurt ,1930,The life and strange surprising adventures of Robinson Crusoe [Hauptw.].,721362011,None
None,Frankfurt ,1765,Des weltberühmten Engelländers Robinson Crusoe Leben und ganz ungemeine Begebenheiten,811604112,None
None,Frankfurt a.M. ,1916,Der Robinson in Reim und Bild,254807728,None
None,Frankfurt am Main ,1998,Robinson Crusoe,76033027,None
None,Frankfurt am Main ,2016,The Fortunes and Misfortunes of the Famous Moll Flanders : Complemented with the Biography of the Author (Illustrated),962360086,None
None,Frankfurt am Main ,2016,The Complete History of the Pirates - A Detailed Account of the Robberies and Exploits of the Most Notorious Pirates : 4 Books in One Volume (Illustrated): A General History of the Pirates + The King of Pirates (The Story Of The Arch Pirate Henry Avery) + The Story Of The Notorious Pirate John Gow (Including the Biography of the Author),958065552,None
None,Frankfurt am Main ,2016,Colonel Jack : The History and Remarkable Life of the truly Honorable Col. Jacque (Complemented with the Biography of the Author)(Illustrated),958065545,None
None,Frankfurt am Main ,1998,"Daniel Defoe, Robinson Crusoe",264396933,None
None,Frankfurt am Main ,2016,The History of the Devil - Exploration of the Devil's Role in the History of Civilization : The Political and the Religious Aspects: Complemented with the Biography of the Author,1029605842,None
None,Franklin Center ,1979,Robinson Crusoe,731454656,None
None,Freiburg i. Br. ,2006,Robinsons Freitag,315307756,None
None,Fremad ,1965,Robinson Crusoe,60940272,None
None,Fremad ,1965,Robinson Crusoe,60940272,None
None,from the Press of C. Whittingham ,1822,"The Life and Adventures of Robinson Crusoe, etc. [With vignettes.].",559890059,None
None,G. Ford ,1810,"The History of Robinson Crusoe, with engravings. [A chapbook.].",559895493,None
None,Gävle ,1991,Robinson Crusoe,466739918,None
None,Gainesville ,2012,Woben Lakwa : Robinson Crusoe in Haitian Creole,802291330,None
None,Gainsborough ,1812,"The wonderful and surprising adventures of that renowned hero, Robinson Crusoe : who lived twenty-eight years on an uninhabited island, which he afterwards colonized.",275278867,None
None,Garching ,2005,Robinson Crusoe [Hauptbd.].,723660866,None
None,Garching b. München ,2013,"Robinson Crusoe. [2], Materialien et Kopiervorlagen",869891864,None
None,Garching b. München ,2011,"Robinson Crusoe. [1], [Lektüre]",745530938,None
None,Garching b. München ,2007,Robinson Crusoe,730105690,None
None,Garching b. München ,2005,Robinson Crusoe / [1] [Lektüre].,163099735,None
None,Garching b. München ,2005,Robinson Crusoe / [1] [Lektüre].,163099735,None
None,Garden ,1946,Robinson Crusoe The life and strange surprising adventures of Robinson Crusoe ...,721207540,None
None,Garden ,1946,Robinson Crusoe The life and strange surprising adventures of Robinson Crusoe ...,721207540,None
mdp.39015078555540,Garden City,1950,"The life and strange suprising adventures of Robinson Crusoe, of York, mariner, as related by himself / by Daniel DeFoe ; illustrated by Noel Pocock.",70159836,eng
None,Garden City ,1945,Robinson Crusoe,642703057,None
None,Garden City ,1948,Robinson Crusoe,80662049,None
None,Garden City ,1979,Robinson Crusoe,20347669,None
None,Garden City ,1973,Robinson Crusoe,906612816,None
None,Garden City ,1948,Robinson Crusoe,894555042,None
None,Garden City ,1948,"Robinson Crusoe ; the life and strange surprising adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in a n uninhibated island on the coast of America, near the mouth of the great river of Orinoco ; having been cast on shore by shipwreck, wherein all the men perished but himself. With an account how he was at last strangely delivered by Pirates",2760134,None
None,Garden City ,1945,"Robinson Crusoe : the life and strange surprising adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river of Orinoco : having been cast on shore by shipwreck, wherein all the men perished but himself : with an account how he was at last as strangely delivered by pirates",1039494132,None
None,Garden City ,1945,"Robinson Crusoe : the life and strange surprising adventures of Robinson Crusoe, of York, mariner: who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river of Orinoco : having been cast on shore by shipwreck, wherein all the men perished but himself : with an account how he was at last as strangely delivered by pirates",1039494132,None
None,Garden City ,1940,The life and strange adventures of Robinson Crusoe,9304680,None
None,Garden City ,1945,"Robinson Crusoe the life and strange surprising adventures of Robinson Crusoe, of york, mariner ...",724100792,None
None,Garden City ,1945,"Robinson Crusoe : the life and strange surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river of Orinoco ; having been cast on shore by shipw",732623567,None
None,Garden City ,1945,"Robinson Crusoe : the life and strange surprising adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river of Orinoco ; having been cast on shore by shipw",732623567,None
None,Garden City (New York) ,1942,The best known works of Daniel Defoe : including Robinson Crusoe and A journal of the plague year.,440848243,None
None,Garfield Heights ,2015,"A True Relation of the Apparition of One Mrs. Veal : The Next Day After Her Death, to One Mrs. Bargrave, at Canterbury, the 8th of September, 1705; Which Apparition Recommends the Perusal of Drelincourt's Book of Consolations Against the Fears of Death",1000615355,None
None,Garfield Heights ,2015,"Reasons Against the Succession of the House of Hanover : How Far the Abdication of King James, Supposing it to Be Legal, Ought to Affect the Person of the Pretender",1000615482,None
None,Garfield Heights [Ohio] ,2012,Robinson Crusoe,872369844,None
None,Garfield Heights [Ohio] ,2012,Robinson Crusoe,872369844,None
None,Geliga Limited ,1959,Robinson Crusoe,959796930,None
None,Genève ,1967,Robinson Crusoe,715204300,None
None,Genève ,1996,Robinson Crusoé,81594819,None
None,Genève ,1922,Robinson Crusoé,716704732,None
None,Geneva ,1985,Robinson Crusoe,715587661,None
None,Geneva ,1985,Robinson Crusoe,80109725,None
None,Genoa ,2008,Robinson Crusoe,1000071526,None
None,Genoa ,2003,Robinson Crusoe,1039784010,None
None,Genoa ; Canterbury ,2008,Robinson Crusoe. Buch.,985618489,None
None,Genua ,2003,Robinson Crusoe,886895851,None
None,George Bell & Sons ,1909,Robinson Crusoe ... With illustrations by Gertrude Leese.,559887518,None
None,George Bell & Sons ,1875,"Robinson Crusoe ... With illustrations. [Part 1, abridged.].",559898548,None
None,George Bell & Sons ,1875,"Robinson Crusoe ... With illustrations. [Part 1, abridged.].",559898548,None
None,George G. Harrap & Co. ,1932,"A Short Robinson Crusoe. Retold by F.H. Lee, etc.",559900660,None
None,George Routledge & Sons ,1874,"The Robinson Crusoe Picture Book. Containing Robinson Crusoe. How Cock Sparrow kept his Christmas. Queer Characters. Æsop's Fables. With twenty-four pages of illustrations, printed in colours by Kronheim.",559898500,None
None,George Routledge & Sons ,1868,"Robinson Crusoe, in words of one syllable. By Mary Godolphin. With coloured illustrations.",559897460,None
None,George Routledge & Sons ,1891,"The Life and Adventures of Robinson Crusoe ... With ... one hundred illustrations by J.D. Watson, etc.",559891614,None
None,George Routledge & Sons ,1910,Robinson Crusoe ... Retold by S.F. Sonnenschein. With illustrations by J.D. Watson. (Sonnenschein's intermediate English reader.).,559900429,None
None,George Routledge & Sons ,1879,The Life and Adventures of Robinson Crusoe ... With fifty-two illustrations by J.D. Watson and six coloured plates.,559891446,None
None,George Routledge & Sons ,1882,"Robinson Crusoe, The Swiss Family Robinson [translated from the German of J.D. Wyss], and Sandford & Merton [by Thomas Day] ... With one hundred and fifty illustrations by J.D. Watson and other artists.",559891480,None
None,Ginevra ,1976,Robinson Crusoe,715204599,None
None,Ginevra ,1976,Robinson Crusoe,79238383,None
None,Ginevra ,1976,Robinson Crusoe,79238383,None
None,Ginn & Co. ,1916,The Life and Strange Surprising Adventures of Robinson Crusoe ... Edited with an introduction and notes by W.P. Trent. [With plates.].,559887591,None
None,Girard ,1924,Robinson Crusoe,651448715,None
mdp.39015078555284,Glasgow,1835,The life & surprising adventures of Robinson Crusoe : embellished with eight elegant engravings.,26016136,eng
mdp.39015078555359,Glasgow,1858,The life and adventures of Robinson Crusoe.,31312663,eng
mdp.39015078553313,Glasgow,1875,"Adventures of Robinson Crusoe, by Daniel De Foe.",67409747,eng
None,Glasgow ,2016,Robinson Crusoe,982266473,None
None,Glasgow ,1936,Robinson Crusoe.,36747567,None
None,Glasgow ,1850,The Life and wonderful adventures of Robinson Crusoe.,905334858,None
None,Glasgow ,1798,"The wonderful life and most surprising adventures of that renowned heroe, Robinson Crusoe : Who lived twenty-eight years on an uninhabited island, which he afterwards colonised.",509240598,None
None,Glasgow ,1784,"The wonderful life and most surprising adventures of Robinson Crusoe of York, mariner: ... Faithfully epitomized from the three volumes, and adorned with cuts ...",314942805,None
None,Glasgow ,1815,"The life and surprizing adventures of Robinson Crusoe, of York, mariner",63075515,None
None,Glasgow ,1815,"The life and surprizing adventures of Robinson Crusoe, of York, mariner",63075515,None
